2898.199951	2898.199951	2881.5	2881.5	0
2879.699951	2883.899902	2876.800049	2881.399902	0
2881.399902	2881.399902	2864.5	2867.199951	0
2864.5	2888.600098	2864.300049	2888.600098	0
2891.199951	2903.600098	2859.800049	2859.800049	0
2844.5	2848.800049	2821.199951	2824.699951	0
2831.300049	2833.600098	2817.600098	2817.600098	0
2820.100098	2821	2809.899902	2809.899902	0
2817	2819.100098	2811.699951	2812	0
2820.199951	2853.600098	2820.199951	2853.600098	0
2864.800049	2876.199951	2864.800049	2876.199951	0
2877.399902	2877.399902	2866.600098	2869.300049	0
2859.800049	2859.800049	2845.600098	2846.5	0
2847.699951	2847.699951	2814.199951	2814.199951	0
2805.5	2805.5	2758.800049	2758.800049	0
2748.100098	2776.399902	2744	2773.300049	0
2785.300049	2810.100098	2783.699951	2810.100098	0
2817.899902	2828.5	2817.899902	2827.899902	0
2825.199951	2837.899902	2823	2837.899902	0
2842.699951	2869.699951	2842.699951	2856.899902	0
2852.800049	2858.399902	2844	2844.5	0
2840.199951	2846.600098	2832.300049	2843	0
2840.699951	2843.100098	2832.199951	2842.899902	0
2833.100098	2833.100098	2780.399902	2782.199951	0
2781.800049	2782.300049	2763.300049	2771.600098	0
2776.5	2801	2776.5	2801	0
2789.199951	2798.800049	2776.300049	2798.800049	0
2799.5	2799.5	2790	2793	0
2781	2781	2766.100098	2768.699951	0
2768.100098	2781.100098	2766	2781.100098	0
2779.899902	2779.899902	2758.300049	2760.800049	0
2757.100098	2765.300049	2755.199951	2761.300049	0
2755	2782.199951	2755	2781.899902	0
2787.699951	2803.800049	2787.699951	2790.699951	0
2793.699951	2801.399902	2790.899902	2801.399902	0
2809.899902	2818.399902	2808.600098	2809.800049	0
2811.699951	2811.699951	2800.699951	2801.699951	0
2806.5	2817.100098	2806.5	2808.5	0
2813.300049	2828.399902	2813.300049	2827.199951	0
2826	2834.100098	2809.5	2833.300049	0
2849.399902	2858.899902	2847.399902	2855.800049	0
2854.800049	2867.899902	2854.800049	2866.600098	0
2870	2888.899902	2867.800049	2871.5	0
2874	2889.600098	2867.5	2889.600098	0
2898.5	2915.100098	2898.5	2914	0
2914.199951	2927	2914.199951	2927	0
2920.600098	2929.899902	2913.5	2926.300049	0
2932.5	2973.699951	2932.5	2973.5	0
2984.699951	3005.600098	2984.699951	2993.899902	0
2987.5	2987.5	2960.699951	2961.699951	0
2958.300049	2958.899902	2949.300049	2957.800049	0
2949.699951	2957.800049	2948.899902	2957.100098	0
2958.899902	2984.5	2958.899902	2984.199951	0
2989.100098	2998.600098	2989.100098	2996.600098	0
3000.699951	3030.300049	3000.699951	3029.800049	0
3032.100098	3057	3032.100098	3055.399902	0
3056.399902	3057	3036.600098	3041.300049	0
3038.399902	3038.399902	3009.199951	3012.100098	0
3011.800049	3026.899902	3009.5	3024.399902	0
3033.899902	3044.199951	3033.899902	3036.100098	0
3040	3048.199951	3040	3047.300049	0
3045.699951	3048.199951	3024.399902	3028.699951	0
3025.899902	3030.899902	3015	3029.899902	0
3036.100098	3053.899902	3032.800049	3036.199951	0
3025.600098	3028.100098	3014.699951	3017.399902	0
3015.699951	3029.899902	3014.399902	3029.899902	0
3033.800049	3041.899902	3031.899902	3039.600098	0
3048	3061.5	3048	3059.100098	0
3058.899902	3071.199951	3058.300049	3065.399902	0
3074.699951	3086.300049	3074.699951	3083.600098	0
3089.5	3100.100098	3087.399902	3097.100098	0
3093.100098	3100.300049	3088.600098	3100.300049	0
3105	3118.800049	3105	3118.800049	0
3120.199951	3121.800049	3110.300049	3118.699951	0
3119.899902	3129.100098	3119.899902	3129.100098	0
3125.199951	3125.199951	3114.199951	3121.800049	0
3123.899902	3124.800049	3098.100098	3098.100098	0
3088.300049	3098.300049	3088.300049	3098.300049	0
3100.699951	3125.199951	3100.699951	3125.199951	0
3125.600098	3133.399902	3122	3125.800049	0
3128.800049	3130.199951	3124.899902	3126.399902	0
3129.699951	3134.5	3113.100098	3116.199951	0
3112.800049	3113.100098	3078.199951	3078.899902	0
3062.300049	3073.699951	3060.800049	3067.600098	0
3071.100098	3083	3071.100098	3078	0
3074.800049	3074.800049	3065.899902	3068.199951	0
3072	3074.699951	3065.600098	3074.699951	0
3069.899902	3073.699951	3052.899902	3055.300049	0
3059.300049	3066.199951	3056.399902	3064.100098	0
3063.199951	3067.199951	3060.800049	3066.100098	0
3065.399902	3075.300049	3064.5	3069	0
3071	3074.600098	3070.199951	3072.100098	0
3070	3077.5	3067.5	3077.300049	0
3080.300049	3081	3062.600098	3062.600098	0
3057.800049	3057.800049	3041	3044.300049	0
3044.300049	3044.300049	3044.300049	3044.300049	0
3042	3045	3036.199951	3038.5	0
3039.699951	3039.899902	3026.899902	3027.5	0
3025.699951	3039	3021.199951	3038.899902	0
3040.699951	3050.300049	3040.699951	3047.300049	0
3050	3055	3048	3054	0
3055.300049	3063.300049	3053.699951	3062.600098	0
